customer_id,order_id,customer_name,email,phone,city,region,customer_segment,product_category,product_name,quantity,unit_price,discount_pct,total_amount,payment_method,order_status,order_date,delivery_date,satisfaction_score,is_vip,consent_flag,source_system,last_update,secondary_email,notes
C10174,O200362,Anas Rahmani,anas.rahmani84@@yahoo.com,+212634540193,Oujda,Oriental,Retail,Home,Lamp,2,3554.22,15,6042.17,Bank Transfer,RETURNED,2025/03/20 16:06:00,03-23-2025,5,No,No,MobileApp,2025-03-28,,Late delivery complaint
C10302,O200458,Mehdi El Fassi,mehdi.el35@company.ma,+212669137367,,Oriental,Enterprise,Fashion,Jacket,5,2197.04,5,10435.94,Transfer,Canceled,2025/05/25 01:07:00,2025/06/02 01:07:00,4,Y,Yes,WebShop,05-30-2025,,
C10207,O200018,Sara Tazi,sara.tazi35@yahoo.com,+212601489025,Fes,Fes-Meknes,Enterprise,Beauty,Shampoo,2,4738.38,0,9476.76,cash,PENDING,18/08/2025,2025/08/26 19:30:00,,No,No,WebShop,2025/09/16 19:30:00,,
C10043,O200241,Zakaria Naciri,zakaria.naciri81@yahoo.com,00212634714345, tangier ,Tangier-Tetouan-Al Hoceima,Retail,Fashion,Jacket,-3,3859.85,15,13123.49,Credit Card,PENDING,2025/08/02 06:28:00,08-10-2025,,No,False,WebShop,2025-08-17,,
C10001,O200760,Aya Tazi,aya.tazi72@gmail.com,+212638637940, fes,Fes-Meknes,SME,Fashion,Jacket,1,1610.66,0,1610.66,Credit Card,returned,22/01/2025,02-01-2025,,1,False,MobileApp,2025/02/11 08:39:00,,
C10320,O200694,Amine Bennani,amine.bennani38 at company.ma,+212678985625,,Casablanca-Settat,SME,Grocery,Dates,1,3121.05,10,2808.95,cash,DELIVERED,2025-05-16,2025-05-17,4,No,Y,WebShop,2025/05/31 09:47:00,,VIP client
C10225,O200167,Karim Labser,karim.labser27@yahoo.com,+212687571775,agadir,Souss-Massa,Enterprise,Grocery,Olive Oil,1,2472.18,0,2472.18,eWallet,pending,25/12/2025,01-03-2026,,No,N,WebShop,2026/01/20 03:20:00,,Late delivery complaint
C10122,O201181,Hamza Sahli,,+212646659051, marrakech ,Marrakesh-Safi,Retail,Grocery,Coffee,3,4079.03,10,11013.38,transfer,DELIVERED,0000-00-00,23/06/2025,,Y,True,CRM_B,2025-07-11,,
C10001,O200663,Aya Tazi,aya.tazi72@gmail.com,+212638637940,N/A,Fes-Meknes,Enterprise,Home,Chair,3,3851.73,20,9244.15,Wallet,Pending,2025-10-11,10-17-2025,,Y,Y,MobileApp,2025/10/29 13:36:00,,VIP client
C10026,O200917,Mehdi Boukili,mehdi.boukili85@company.ma,+212612411824,Casablanca,Casablanca-Settat,Enterprise,Beauty,Soap,1,3281.99,10,2953.79,card,returned,2025-08-30,2025/08/31 05:26:00,,Yes,No,ERP_A,09-28-2025,,Address unclear
C10080,O200248,Meryem Idrissi,meryem.idrissi5@yahoo.com,+212628951718,,Marrakesh-Safi,SME,Fashion,T-Shirt,1,3502.3,15,2976.95,Transfer,DELIVERED,22/04/2025,2025/05/01 15:26:00,,Y,N,MobileApp,2025-04-30,,Address unclear
C10046,O200045,Karim Labser,karim.labser69 at yahoo.com,+212689373467,,Beni Mellal-Khenifra,Student,Home,Chair,5,1117.25,5,9552.49,Credit Card,Delivered,2025/06/09 15:23:00,2025-06-17,1,Y,Yes,MobileApp,06-14-2025,,
C10218,O200394,Nadia Labser,nadia.labser62@outlook.com,+212652654793,agadir,Souss-Massa,Retail,Beauty,Perfume,1,2212.25,10,1991.03,card,Pending,2025-07-08,2025-07-14,5,Yes,N,CRM_B,08-02-2025,nadia.labser62@outlook.com,
C10321,O200315,Rania Mansouri,rania.mansouri52@outlook.com,+212603323098, fes,Fes-Meknes,Enterprise,Beauty,Shampoo,1,4789.78,0,4789.78,card,pending,2025-10-05,11/10/2025,,1,No,MobileApp,2025/10/15 23:52:00,backup@example.com,Late delivery complaint
C10026,O200481,Mehdi Boukili,mehdi.boukili85@company.ma,+212612411824,casablanca,Casablanca-Settat,Student,Fashion,Shoes,2,2412.36,5,4583.48,COD,returned,2025/02/12 15:12:00,02-14-2025,5,Yes,Yes,MobileApp,03-08-2025,,Address unclear
C10211,O200333,Amine Rahmani,amine.rahmani99@gmail.com,+212694311426,Khouribga  ,Beni Mellal-Khenifra,SME,Beauty,Soap,2,4391.95,15,7466.31,COD,Delivered,22/01/2025,2025/01/23 19:41:00,,Yes,N,WebShop,2025/02/09 19:41:00,,Address unclear
C10212,O200139,Nadia El Fassi,nadia.el47@company.ma,+212611047541,khouribga,Beni Mellal-Khenifra,Student,Home,Chair,1,1070.61,5,1017.08,Card,RETURNED,26/09/2025,2025-10-06,3,N,True,CRM_B,18/10/2025,,Late delivery complaint
C10022,O200810,Sara El Amrani,sara.el8@outlook.com,+212681219136,oujda,Oriental,Enterprise,Electronics,Monitor,1,4055.92,10,3650.33,transfer,DELIVERED,10/06/2025,2025/06/11 21:00:00,5,Y,False,WebShop,2025/06/17 21:00:00,,
C10251,O201240,Sara Ait Lahcen,sara.ait50@yahoo.com,+212613791805,Fes,Fes-Meknes,Student,Fashion,Bag,1,3147.24,15,2675.15,Card,pending,01-09-2025,13/01/2025,,Yes,False,ERP_A,2025/02/04 04:37:00,,Address unclear
C10032,O200196,Sara Naciri,sara.naciri26@outlook.com,+212675433036,oujda,Oriental,Retail,Fashion,Bag,1,3103.11,0,3103.11,Transfer,Cancelled,2025-10-15,2024-12-20,,0,False,ERP_A,2025/11/13 07:31:00,sara.naciri26@outlook.com,
C10329,O200092,Amine Mansouri,amine.mansouri80@yahoo.com,+212641552166,agadir,Souss-Massa,Student,Grocery,Dates,2,4739.34,0,9478.68,COD,Canceled,11-12-2025,not delivered,4,N,Yes,ERP_A,2025-11-15,,VIP client
C10179,O200977,Zakaria El Amrani,zakaria.el31@yahoo.com,+212674549904, tangier ,Tangier-Tetouan-Al Hoceima,SME,Grocery,Rice,1,1409.27,0,1409.27,eWallet,cancelled,2025/11/15 14:56:00,01/01/2025,3,N,Yes,MobileApp,03/12/2025,,
C10137,O201070,Zakaria El Fassi,,+212605852772,Rabat,Rabat-Sale-Kenitra,Enterprise,Fashion,Bag,2,4859.14,0,9718.28,Bank Transfer,DELIVERED,2025-11-06,2025-11-12,,Yes,N,WebShop,2025/11/14 02:35:00,,
C10142,O200210,Samir El Fassi,samir.el89@outlook.com,+212675705964,Khouribga  ,Beni Mellal-Khenifra,SME,Electronics,Laptop,1,2877.09,20,2301.67,Card,PENDING,2026/01/31 22:19:00,2026-02-09,5,1,True,ERP_A,02-24-2026,,
C10064,O200360,Mehdi Bennani,mehdi.bennani72@gmail.com,+212669993867, fes,Fes-Meknes,Retail,Fashion,Jacket,4,3199.04,15,19578.13,eWallet,returned,2025/03/04 16:33:00,08/03/2025,3,0,No,MobileApp,2025/03/12 16:33:00,,
C10267,O200222,Imane Jabri,imane.jabri41@company.ma,+212674313291,Khouribga  ,Beni Mellal-Khenifra,Student,Fashion,Jacket,1,4960.08,15,4216.07,Wallet,RETURNED,12-14-2025,19/12/2025,,0,Y,ERP_A,2026/01/10 17:39:00,,
C10122,O200516,Hamza Sahli,hamza.sahli48@company.ma,+212646659051,MARRAKECH,Marrakesh-Safi,Enterprise,Fashion,Bag,4,3602.71,0,14410.84,CARD,RETURNED,2025-06-27,2025/07/05 20:50:00,1,No,Yes,CRM_B,30/06/2025,,Late delivery complaint
C10070,O200496,Imane Boukili,imane.boukili12@gmail.com,+212639904902,Tangier,Tangier-Tetouan-Al Hoceima,SME,Grocery,Coffee,4,166.1,20,531.52,wallet,Returned,01-16-2026,2026/01/23 23:13:00,2,N,Yes,ERP_A,2026/02/01 23:13:00,,
C10341,O200695,Khadija Rahmani,khadija.rahmani1@yahoo.com,+212680869782,Marrakech,Marrakesh-Safi,Enterprise,Beauty,Perfume,4,268.76,0,1075.04,Credit Card,RETURNED,2025/11/27 11:39:00,11-29-2025,,Yes,True,ERP_A,12-15-2025,,
C10240,O200343,Zakaria Ait Lahcen,zakaria.ait19@yahoo.com,+212 694667116,Khouribga,Beni Mellal-Khenifra,SME,Electronics,Headphones,5,2088.16,110,8352.64,Transfer,Canceled,2025/11/27 22:50:00,2025/12/04 22:50:00,,Y,N,WebShop,11-27-2025,,
C10325,O200870,Omar Ait Lahcen,omar.ait26@yahoo.com,+212693483564, rabat,Rabat-Sale-Kenitra,SME,Beauty,Cream,1,2863.78,-5,2720.59,eWallet,Delivered,2025-04-25,26/04/2025,3,Y,No,ERP_A,2025-05-09,,Late delivery complaint
C10209,O200953,Meryem Ait Lahcen,meryem.ait65@gmail.com,+212650163159,Marrakech,Marrakesh-Safi,Student,Beauty,Shampoo,1,1721.26,5,1635.2,Wallet,pending,11-06-2025,07/11/2025,,1,Yes,ERP_A,12/11/2025,,
C10027,O200792,Mehdi Boukili,mehdi.boukili27@company.ma,+212648740164, fes,Fes-Meknes,Student,Beauty,Perfume,3,3454.63,5,9845.7,Card,Cancelled,2025/11/05 19:13:00,2025/11/13 19:13:00,,1,No,ERP_A,12-05-2025,,Late delivery complaint
C10331,O200704,Rania Ait Lahcen,rania.ait79@outlook.com,+212665902771,oujda,Oriental,SME,Fashion,Shoes,2,3164.12,0,6328.24,COD,PENDING,2026-01-13,2026/01/21 10:03:00,4,0,False,MobileApp,2026/01/14 10:03:00,,
C10243,O200211,Amina Naciri,amina.naciri88@company.ma,+212600170127,Oujda,Oriental,Enterprise,Beauty,Shampoo,1,3304.94,10,2974.45,Wallet,Canceled,04-03-2025,2025/04/07 00:17:00,5,Yes,Yes,MobileApp,16/04/2025,,Late delivery complaint
C10303,O200561,Hamza Naciri,hamza.naciri66@gmail.com,+212621486289,Agadir,Souss-Massa,Retail,Fashion,Bag,2,1122.56,0,2245.12,Bank Transfer,Pending,2025-06-26,05/07/2025,1,Yes,Y,MobileApp,07-15-2025,,VIP client
C10092,O200212,OMAR CHERKAOUI,,+212665137098,agadir,Souss-Massa,SME,Grocery,Coffee,3,1934.77,0,5804.31,Cash,Cancelled,2025/02/28 03:34:00,2025/03/03 03:34:00,2,Y,False,MobileApp,2025/03/01 03:34:00,,Late delivery complaint
C10168,O200933,Samir Jabri,samir.jabri91@gmail.com,+212628385786,oujda,Oriental,SME,Beauty,Cream,2,4630.19,20,7408.3,Wallet,RETURNED,2025-02-20,2025-02-24,1,Yes,False,CRM_B,03-12-2025,,VIP client
C10252,O200460,Imane Alaoui,imane.alaoui47@yahoo.com,+212682710910,Khouribga  ,Beni Mellal-Khenifra,Retail,Grocery,Olive Oil,3,4860.39,15,12393.99,Wallet,delivered,2025-11-13,2025-11-22,3,Yes,True,CRM_B,25/11/2025,backup@example.com,
C10347,O200068,Mehdi Tazi,mehdi.tazi58@company.ma,+212619838638,CASA,Casablanca-Settat,Enterprise,Beauty,Perfume,4,1232.19,0,4928.76,eWallet,Pending,2025/08/07 09:58:00,17/08/2025,,No,No,CRM_B,08-29-2025,,
C10060,O200745,Omar El Fassi,omar.el28@outlook.com,+212674989413,Marrakech,Marrakesh-Safi,Retail,Grocery,Dates,5,3773.19,0,18865.95,CARD,Returned,01-28-2025,2025-01-30,2,No,Yes,ERP_A,02-11-2025,,
C10037,O201238,Nadia Tazi,nadia.tazi87@yahoo.com,+212629946804,Khouribga  ,Beni Mellal-Khenifra,Retail,Fashion,Shoes,5,582.43,20,2329.72,COD,Delivered,07-18-2025,07-27-2025,5,Y,Y,MobileApp,04/08/2025,,
C10039,O200407,Hamza Rahmani,,+212634332003,Agadir  ,Souss-Massa,Enterprise,Home,Shelf,1,4244.07,10,3819.66,wallet,Cancelled,2026-02-13,2026/02/21 01:38:00,,1,No,WebShop,20/02/2026,,VIP client
C10208,O201085,Youssef Tazi,unknown,+212642939685, marrakech ,Marrakesh-Safi,Student,Grocery,Coffee,2,4848.76,5,9212.64,Wallet,Returned,22/02/2025,,3,N,N,CRM_B,02-22-2025,,Address unclear
C10057,O200136,Salma Sahli,salma.sahli11@outlook.com,+212636783777,casa,Casablanca-Settat,SME,Grocery,Coffee,1,3402.92,0,3402.92,wallet,delivered,2025/06/07 00:25:00,2025/06/17 00:25:00,1,1,True,CRM_B,02/07/2025,,
C10033,O201111,Imane Labser,imane.labser45@company.ma,+212686850142, rabat,Rabat-Sale-Kenitra,Enterprise,Beauty,Soap,5,4345.31,20,17381.24,COD,Cancelled,22/10/2025,2025-10-27,2,Y,True,MobileApp,2025-11-07,,VIP client
C10112,O200674,Sara El Amrani,sara.el28@company.ma,+212624451076,Fez,Fes-Meknes,Retail,Electronics,Laptop,5,394.32,15,1675.86,COD,Canceled,11-21-2025,27/11/2025,1,Yes,Yes,ERP_A,12-18-2025,,Late delivery complaint
C10104,O200734,Anas Mansouri,anas.mansouri20@company.ma,+212671111615, tangier ,Tangier-Tetouan-Al Hoceima,Enterprise,Beauty,Soap,3,160.16,0,480.48,CARD,Pending,2026-01-28,,3,N,Y,MobileApp,2026-02-20,,
C10015,O200755,Zakaria Bennani,,+212683930103,Agadir,Souss-Massa,Enterprise,Electronics,Headphones,1,2338.74,0,2338.74,Cash,RETURNED,09-18-2025,2025/09/26 01:26:00,2,Y,Yes,ERP_A,09-29-2025,,Address unclear
C10011,O201122,Hamza Jabri,hamza.jabri82@company.ma,+212689325288,RBT,Rabat-Sale-Kenitra,Student,Home,Chair,5,2017.02,0,10085.1,Card,cancelled,0000-00-00,05-04-2025,1,1,No,ERP_A,05-29-2025,,Address unclear
C10038,O201150,Mehdi Tazi,mehdi.tazi60@company.ma,+212677387214,Khouribga,Beni Mellal-Khenifra,SME,Electronics,Laptop,2,2689.56,0,5379.12,cash,PENDING,25/04/2025,2025/04/29 18:06:00,4,Yes,No,CRM_B,2025/05/18 18:06:00,,
C10214,O200304,Nour Bennani,nour.bennani2@yahoo.com,,Agadir,Souss-Massa,Student,Home,Lamp,1,941.49,0,941.49,Bank Transfer,cancelled,2025/01/27 21:47:00,2025-02-02,1,N,Y,CRM_B,2025/02/07 21:47:00,,Late delivery complaint
C10230,O200034,Amina Bennani,amina.bennani59@company.ma,+212692499125,agadir,Souss-Massa,Student,Home,Desk,2,4078.39,15,6933.26,Cash,pending,19/05/2025,2025-05-26,,Yes,N,CRM_B,2025/05/23 07:35:00,,VIP client
C10004,O200309,Karim Boukili,karim.boukili6@gmail.com,+212634131647,Fes,Fes-Meknes,SME,Beauty,Soap,2,1544.91,0,3089.82,Cash,DELIVERED,01/06/2025,2025/06/10 22:17:00,2,Y,False,ERP_A,07-01-2025,,Address unclear
C10033,O200502,Imane Labser,imane.labser45@company.ma,+212686850142,Rabat,Rabat-Sale-Kenitra,Retail,Electronics,Monitor,5,4917.51,20,19670.04,Bank Transfer,returned,02/10/2025,10-12-2025,2,Y,True,WebShop,2025/10/17 14:08:00,,Address unclear
C10260,O200557,Meryem Jabri,meryem.jabri5@outlook.com,+212686353654,Marrakech,Marrakesh-Safi,Retail,Electronics,Phone,1,4038.88,0,4038.88,COD,Pending,05-05-2025,05-11-2025,,Yes,False,ERP_A,28/05/2025,,Address unclear
C10227,O200552,Imane Sahli,imane.sahli30@yahoo.com,+212662266093,Khouribga  ,Beni Mellal-Khenifra,Retail,Electronics,Phone,1,4405.95,5,4185.65,Bank Transfer,pending,14/07/2025,07-15-2025,NA,N,Y,WebShop,08-11-2025,imane.sahli30@yahoo.com,VIP client
C10183,O201107,Omar El Amrani,omar.el22@outlook.com,+212658713971,Fes,Fes-Meknes,SME,Grocery,Olive Oil,1,4956.34,0,4956.34,Card,RETURNED,31/02/2025,05-16-2025,4,Y,True,MobileApp,2025-05-20,,
C10191,O200387,Hamza Labser,hamza.labser74@company.ma,+212695342836, fes,Fes-Meknes,SME,Beauty,Shampoo,1,1632.95,15,1388.01,Cash,Canceled,08-19-2025,08-29-2025,4,0,No,WebShop,2025-09-11,,
C10163,O201226,Meryem Sahli,meryem.sahli5@gmail.com,+212625787298,casablanca,Casablanca-Settat,Student,Fashion,Jacket,3,2480.3,0,7440.9,wallet,delivered,04/11/2025,2024-12-20,4,No,False,MobileApp,12-01-2025,,VIP client
C10101,O200410,Sara Cherkaoui,sara.cherkaoui88@yahoo.com,+212617711592,Khouribga  ,Beni Mellal-Khenifra,SME,Home,Shelf,1,867.18,5,823.82,card,delivered,15/05/2025,not delivered,1,0,Yes,CRM_B,2025/05/31 17:45:00,,
C10164,O200236,Nadia Mansouri,nadia.mansouri51@outlook.com,+212694958887,Agadir  ,Souss-Massa,Enterprise,Fashion,Bag,5,2389.84,10,10754.28,card,Pending,2025-07-25,2025-08-04,4,No,No,MobileApp,2025-08-07,,
C10127,O200752,Amine El Fassi,amine.el53@gmail.com,+212653794738,oujda,Oriental,Enterprise,Electronics,Phone,1,3096.04,5,2941.24,wallet,delivered,09-12-2025,2025-09-20,4,1,Y,WebShop,09-25-2025,,
C10055,O200073,RANIA CHERKAOUI,rania.cherkaoui42@company.ma,+212631473799,Khouribga  ,Beni Mellal-Khenifra,Enterprise,Grocery,Dates,1,4393.79,0,4393.79,eWallet,Delivered,2025/09/23 17:25:00,,3,N,Y,MobileApp,2025-10-07,,VIP client
C10059,O200028,Anas El Fassi,anas.el90@company.ma,,agadir,Souss-Massa,Enterprise,Beauty,Cream,2,3483.19,5,6618.06,eWallet,RETURNED,16/10/2025,2025-10-20,,Yes,Yes,MobileApp,2025/10/18 15:49:00,,VIP client
C10279,O200764,Amina El Amrani,,+212637842701,Agadir  ,Souss-Massa,Retail,Electronics,Laptop,3,3434.36,20,8242.46,Wallet,Delivered,11/11/2025,11-21-2025,4,Yes,False,WebShop,2025/12/07 18:32:00,,
C10084,O200708,Karim Idrissi,karim.idrissi68@outlook.com,+212669222196, marrakech ,Marrakesh-Safi,SME,Electronics,Phone,1,42.3,0,21.15,cash,RETURNED,04-23-2025,2025-05-02,5,Y,Yes,MobileApp,2025/04/29 13:15:00,karim.idrissi68@outlook.com,
C10110,O200526,Sara Rahmani,sara.rahmani57@company.ma,+212667976438, rabat,Rabat-Sale-Kenitra,Student,Grocery,Olive Oil,2,1679.44,10,3022.99,Card,cancelled,2026/02/13 16:26:00,16/02/2026,1,Yes,True,ERP_A,03-08-2026,,Late delivery complaint
C10213,O200904,Nadia Bennani,nadia.bennani58@yahoo.com,+212688861015,MARRAKECH,Marrakesh-Safi,Student,Beauty,Perfume,1,335.82,5,319.03,Wallet,Pending,2025-10-01,04/10/2025,,1,True,CRM_B,2025/10/22 22:27:00,,
C10054,O200306,Rania Bennani,rania.bennani82@company.ma,+212672628498,Khouribga,Beni Mellal-Khenifra,SME,Home,Chair,1,2949.34,15,2506.94,Credit Card,cancelled,02-23-2026,2026-03-03,4,No,Yes,CRM_B,01/03/2026,,Late delivery complaint
C10299,O200515,Amina Ait Lahcen,amina.ait69@company.ma,+212656467997,RABAT,Rabat-Sale-Kenitra,Retail,Grocery,Rice,-3,3341.52,0,13366.08,Wallet,DELIVERED,04/02/2026,13/02/2026,,0,True,ERP_A,02-07-2026,,
C10195,O200959,Khadija Naciri,khadija.naciri69@gmail.com,+212630469901,Agadir  ,Souss-Massa,Student,Electronics,Laptop,1,567.25,15,482.16,card,RETURNED,2025/02/26 10:59:00,07/03/2025,4,0,False,WebShop,2025-03-06,,
C10330,O200811,Khadija Labser,khadija.labser54@yahoo.com,+212621202169,Khouribga  ,Beni Mellal-Khenifra,SME,Home,Shelf,4,2981.77,10,10734.37,Bank Transfer,Returned,2025/04/20 13:22:00,04-23-2025,,0,True,ERP_A,2025-05-05,,
C10242,O200636,Nour Idrissi,nour.idrissi28@yahoo.com,+212674545892,Fez,Fes-Meknes,Retail,Grocery,Olive Oil,2,1496.52,15,2544.08,Transfer,pending,02-22-2026,2026-02-26,2,0,Yes,CRM_B,2026-02-23,,VIP client
C10035,O200230,AMINA TAZI,amina.tazi91@gmail.com,+212660883561, tangier ,Tangier-Tetouan-Al Hoceima,Retail,Fashion,Jacket,5,3486.12,5,16559.07,transfer,Canceled,2025-11-04,2025-11-14,3,No,N,ERP_A,2025-11-19,,
C10306,O201151,Amina Sahli,amina.sahli21@company.ma,+212641406029,Agadir  ,Souss-Massa,Enterprise,Fashion,T-Shirt,4,3409.2,0,13636.8,wallet,cancelled,06/03/2025,03-09-2025,4,N,No,ERP_A,24/03/2025,,
C10219,O200757,Imane Idrissi,imane.idrissi47@yahoo.com, , tangier ,Tangier-Tetouan-Al Hoceima,Student,Beauty,Cream,5,187.23,0,936.15,COD,Returned,10-15-2025,2025-10-19,,N,N,WebShop,10-28-2025,,
C10219,O201157,Imane Idrissi,imane.idrissi47@yahoo.com,+212619398280, tangier ,Tangier-Tetouan-Al Hoceima,Retail,Home,Chair,4,3932.57,5,14943.77,eWallet,PENDING,01-10-2026,01-15-2026,5,1,N,ERP_A,01-21-2026,,VIP client
C10150,O200833,Nadia Mansouri,nadia.mansouri60 at yahoo.com,+212685289226, rabat,Rabat-Sale-Kenitra,Student,Beauty,Perfume,2,710.94,0,1421.88,wallet,PENDING,2025-01-31,2025/02/05 08:05:00,2,0,Yes,ERP_A,02/03/2025,,
C10326,O200221,Amine El Amrani,amine.el89@outlook.com,+212675300119,OUJDA,Oriental,SME,Grocery,Coffee,2,2862.75,5,5439.22,Cash,PENDING,2025-03-29,08/04/2025,1,No,True,WebShop,2025/04/26 17:12:00,,VIP client
C10072,O201093,Imane Rahmani,imane.rahmani43@outlook.com,+212 667468071,Rabat,Rabat-Sale-Kenitra,SME,Electronics,Laptop,2,3442.61,0,6885.22,eWallet,Pending,2025/10/22 03:16:00,23/10/2025,,No,Y,WebShop,10-28-2025,,
C10163,O201212,Meryem Sahli,meryem.sahli5@gmail.com,+212625787298,casablanca,Casablanca-Settat,Enterprise,Fashion,Shoes,2,248.63,15,422.67,Bank Transfer,Canceled,2025-01-07,01-14-2025,1,N,True,MobileApp,01-08-2025,backup@example.com,
C10214,O201203,Nour Bennani,nour.bennani2@yahoo.com,+212646618398,Agadir,Souss-Massa,Retail,Fashion,Bag,3,4299.39,0,12898.17,wallet,Returned,2026-02-24,2026-03-03,5,No,False,WebShop,03-15-2026,,
C10089,O200862,Omar Jabri,omar.jabri57@company.ma,+212609521456,CASA,Casablanca-Settat,Student,Electronics,Headphones,1,2163.47,15,1838.95,Bank Transfer,Cancelled,2025-05-18,05-28-2025,5,0,True,ERP_A,06-05-2025,,Late delivery complaint
C10293,O200008,Meryem Mansouri,meryem.mansouri6@yahoo.com,+212647743490,MARRAKECH,Marrakesh-Safi,SME,Beauty,Soap,1,1551.27,15,1318.58,Cash,Pending,2026-01-15,01-19-2026,5,Y,Yes,CRM_B,02-05-2026,,
C10220,O200803,Khadija El Fassi,khadija.el38@yahoo.com,+212616724342, fes,Fes-Meknes,Student,Fashion,Bag,1,1925.5,0,1925.5,Transfer,delivered,02-10-2025,02-11-2025,3,Y,Yes,WebShop,2025-02-25,,Address unclear
C10261,O200473,Aya Boukili,aya.boukili65@gmail.com,+212602380617,Agadir  ,Souss-Massa,SME,Grocery,Dates,1,553.97,20,443.18,cash,RETURNED,05-15-2025,2025-05-17,3,No,N,CRM_B,2025-05-23,,VIP client
C10231,O201208,Omar Tazi,omar.tazi24@gmail.com,+212652866929,Tanger,Tangier-Tetouan-Al Hoceima,Enterprise,Beauty,Soap,0,4737.1,10,4263.39,eWallet,DELIVERED,27/03/2025,not delivered,2,N,Y,ERP_A,2025/04/15 22:34:00,,
C10083,O201066,AYA IDRISSI,aya.idrissi57@gmail.com,+212624005045,Rabat,Rabat-Sale-Kenitra,Student,Fashion,Jacket,1,3296.98,5,3132.13,Card,returned,2025-12-05,,4,No,Yes,CRM_B,16/12/2025,,
C10055,O200906,Rania Cherkaoui,rania.cherkaoui42@company.ma,+212631473799,Khouribga  ,Beni Mellal-Khenifra,Student,Electronics,Phone,2,809.06,10,1456.31,Cash,pending,02-10-2026,2026-02-14,2,N,True,ERP_A,2026-02-20,,Late delivery complaint
C10112,O200611,Sara El Amrani,sara.el28@company.ma,+212624451076,Fez,Fes-Meknes,Student,Home,Shelf,2,2726.89,0,5453.78,Wallet,Delivered,2025/03/24 02:36:00,04-03-2025,,N,No,CRM_B,2025-04-12,,VIP client
C10134,O200598,Khadija Bennani,khadija.bennani77@yahoo.com,+212680893246,Rabat,Rabat-Sale-Kenitra,Enterprise,Fashion,Bag,4,2555.28,0,10221.12,COD,pending,03-12-2025,not delivered,,1,True,WebShop,03-27-2025,,
C10132,O201092,Nadia Alaoui,nadia.alaoui61@company.ma,+212627790104,Casa  ,Casablanca-Settat,Enterprise,Electronics,Laptop,1,1637.91,20,1310.33,cash,pending,2025/03/25 12:59:00,2025-04-02,4,No,No,CRM_B,04-14-2025,,
C10069,O200250,Khadija El Fassi,khadija.el35@yahoo.com,,Tangier,Tangier-Tetouan-Al Hoceima,Enterprise,Fashion,Bag,5,2328.33,0,11641.65,wallet,Pending,10-08-2025,10-16-2025,,Yes,No,ERP_A,2025/10/11 21:15:00,,
C10283,O200889,Zakaria Rahmani,zakaria.rahmani40@yahoo.com,+212642209690,Marrakesh,Marrakesh-Safi,Enterprise,Grocery,Coffee,1,2293.9,0,2293.9,cash,DELIVERED,06/09/2025,09-07-2025,5,1,False,WebShop,11/09/2025,,VIP client
C10320,O200445,Amine Bennani,amine.bennani38@company.ma,+212678985625,CASA,Casablanca-Settat,Enterprise,Electronics,Laptop,1,1118.93,0,-1118.93,COD,pending,08-24-2025,08-28-2025,1,N,No,WebShop,2025-08-28,,
C10005,O200913,Karim Alaoui,karim.alaoui27@company.ma, ,Agadir,Souss-Massa,Retail,Beauty,Perfume,4,4384.16,0,17536.64,Wallet,Returned,2025/03/29 03:53:00,,4,N,True,WebShop,03-29-2025,,Address unclear
C10265,O200414,Rania El Amrani,rania.el12@company.ma,+212603865719,MARRAKECH,Marrakesh-Safi,Enterprise,Fashion,T-Shirt,1,1762.83,0,1762.83,Cash,Canceled,2025/03/02 09:17:00,03-10-2025,5,Yes,False,CRM_B,2025/03/06 09:17:00,,
C10080,O200767,Meryem Idrissi,meryem.idrissi5@yahoo.com,+212628951718,Marrakesh,Marrakesh-Safi,Retail,Beauty,Soap,2,3965.66,10,7138.19,eWallet,RETURNED,10/12/2025,2025-12-19,,N,Y,ERP_A,28/12/2025,,Late delivery complaint
C10329,O200681,Amine Mansouri,amine.mansouri80@yahoo.com,+212641552166,Agadir  ,Souss-Massa,Student,Home,Shelf,5,4407.05,0,22035.25,CARD,Cancelled,2025/09/22 06:24:00,2025/09/26 06:24:00,2,0,No,ERP_A,2025/10/11 06:24:00,,Late delivery complaint
C10128,O200621,Zakaria Labser,zakaria.labser48@outlook.com,+212697746886,OUJDA,Oriental,Enterprise,Beauty,Soap,1,2535.64,5,2408.86,Bank Transfer,DELIVERED,2025/03/06 01:13:00,08/03/2025,4,N,Y,MobileApp,06/03/2025,,
C10114,O200929,Aya Naciri,aya.naciri74@yahoo.com,+212666416052,agadir,Souss-Massa,Enterprise,Home,Shelf,1,2954.8,10,2659.32,Transfer,DELIVERED,0000-00-00,2025/05/19 12:40:00,1,Yes,True,ERP_A,2025-05-27,,VIP client
C10108,O201041,Amine Naciri,amine.naciri9@yahoo.com,+212620183667,MARRAKECH,Marrakesh-Safi,Student,Electronics,Monitor,5,3516.18,0,17580.9,wallet,Cancelled,2025/10/08 04:11:00,,NA,Yes,True,MobileApp,18/10/2025,,
C10211,O200871,Amine Rahmani,amine.rahmani99@gmail.com,+212694311426,Khouribga  ,Beni Mellal-Khenifra,Enterprise,Home,Shelf,2,1204.46,0,1204.46,transfer,returned,2025-06-10,06-19-2025,3,N,No,MobileApp,2025-06-20,,
